,title,rating,content,sentence_length
1397,"Very poor battery life, very loud, not durable",1,"Purchased on may 2020 and after 6 months of use the battery doesn’t work at all. It is not an expensive toothbrush, and you can notice even in the first use that it is sooooo cheap. Not to mention that I do not have sensitive teeth and yet this toothbrush was way too aggressive for both my teeth and my family members teeth. Do yourself a favour and purchase one that is worth the money.",75
1398,Good purchase,5,Pleased with this device. My first electric toothbrush. Easy to use. Can tell a difference. Replacement heads are expensive but can be bought on eBay much cheaper.,27
1399,Battery quickly degrades takes forever to charge,3,Battery quickly degrades when only charging when red light comes on and only one user. 6 months on it lasts for about 3 days before charging. Takes about 18 hours to fully charge,33
1400,Weird,4,"Who cares if it is ""Bluetooth"" or not? The timer times faster than I'd like, so I ignore it.

It also came w/ only one brush, so I had to purchase another & the brushes are not compatible w/ other models...",41
1401,Works Great,5,I like the through and deep cleaning. I spend less time brushing and my teeth are cleaner.,17
1402,Broken,1,Broken,1
1403,Shiny teeth,5,"Cleans my teeth really well and makes brushing easier, not that it was that hard before, but yeah",18
1404,Amazing cheap toothbrush,5,It’s a fantastic toothbrush. My teeth are so clean now.,10
1405,Great Brush to Buy,5,I like how clean my teeth feel (and look) after using this toothbrush. The charge lasts about a week so that's convenient. Great purchase and affordable. Glad I bought it.,30
1406,Teeth feel clean,3,"My teeth feel clean but this Oral B rattles while using. I had a different Oral B that did not rattle (gave it away). Otherwise, it cleans my teeth and gums well!",32
1407,Too strong,3,Hurts my teeth / destroyed my gums after a week. Way too aggressive. Will be buying sonicare.,17
1408,"Brush battery did not even last 3 months, If you want buy it from Costco so you can return it.",1,The batter discharges within 15 seconds. I do not recommend this product since there is no guarantee. It is a hassle. Returns on Amazon are only for 30 days. Buy it in store such as costco if you want so you can return it.,44
1409,Love the black,5,Same great toothbrush but in black!,6
1410,Helps to get rid of unwanted plaque,5,"I will say I wish the loudness of the toothbrush was less. But, this toothbrush has helped me get some of that hard to reach plaque. It leaves my teeth feeling clean.",32
1411,Too wide,2,The toothbrush is too wide. It is hard to fit in between my cheek and side to back teeth.,19
1412,Very good electric toothbrush,5,Very happy with this product it does what it advertises to do,12
1413,Good toothbrushes!,5,They are great tooth brushes!! :) Replacement heads need to be more affordable.,13
1414,Solid construction. Waterproof. Annoying pulse.,4,"Nice that it’s water proof. Annoying that it cuts power (and not in a subtle way) in pulses every 30 sec. as it builds up to the 2 min mark. Sequence as follows: 1 pulse @ 30 sec, 2 pulses @ 1 min, 3 pulses @ 1.5 min, 4 pulses @ 2 min, and then restarts the sequence. Also, once the battery performance declines (as it gets close to its max recharge cycles) you can’t replace it.",77
1415,Awesome Value,5,I’m so happy with this toothbrush and even happier that I didn’t waste my money on one with all the bells and whistles.,23
1416,As prescribed by my dentist,5,"My dentist said get a electric toothbrush and let it do the work, and it was suggested I get this particular toothbrush. I'm not disappointed and any aspect of the purchase.",31
1417,No Bluetooth or time function for this model,4,"There’s no Bluetooth or time function on this model. But I like this toothbrush. It’s a little weird at first because I am used to using bigger toothbrush heads, so switching to a smaller to a toothbrush head like this one, was different for me.",45
1418,I’ll never go back!,5,"I’ve never used an electric toothbrush, but this has been so easy to use that I’ll never go back! One charge lasts quite a while, and it cleans very well while at the same time being gentle. Bought like four for gifts and they love it too!",47
1419,Oral B,5,Product like I want,4
1420,Works how it suppose to,5,"I mean its a electric toothbrush,everything works",7
1421,Won’t even last you a year.,1,"Love this toothbrush, but I’ve had it for 9 months and it will no longer charge. I keep it on the charger all day/night and only take it off for use. Now I use it for a couple of seconds, and the red light starts blinking. Super disappointed.",48
1422,"I like it. It gives my teeth that ""jus left ...",4,"I like it. It gives my teeth that ""jus left the dentist"" feeling. However I thought it was supposed to indicate when I had brushed for the sufficient amount of time but it does not. It just keeps going and going and going until I shut it off. However, it does buzz when it is time to switch sides!",59
